,Student ID,student_name,gender,grade,school_name,reading_score,math_score,School ID,type,size,budget
16932,16932,Eric Johnson Jr.,M,9th,Cabrera High School,78,82,6,Charter,1858,1081356
16933,16933,Amy Murphy,F,10th,Cabrera High School,74,69,6,Charter,1858,1081356
16934,16934,Chad Jones,M,10th,Cabrera High School,96,82,6,Charter,1858,1081356
16935,16935,Gary Hernandez,M,11th,Cabrera High School,73,94,6,Charter,1858,1081356
16936,16936,Scott Miller,M,12th,Cabrera High School,75,89,6,Charter,1858,1081356
16937,16937,Thomas Santiago,M,11th,Cabrera High School,89,86,6,Charter,1858,1081356
16938,16938,Stephanie Jackson,F,9th,Cabrera High School,78,99,6,Charter,1858,1081356
16939,16939,Margaret Bradford,F,9th,Cabrera High School,95,81,6,Charter,1858,1081356
16940,16940,Danielle Coleman,F,12th,Cabrera High School,79,73,6,Charter,1858,1081356
16941,16941,Kelly Webb PhD,F,9th,Cabrera High School,86,91,6,Charter,1858,1081356
16942,16942,Eric Norton,M,9th,Cabrera High School,92,89,6,Charter,1858,1081356
16943,16943,Donna Perez,F,12th,Cabrera High School,89,78,6,Charter,1858,1081356
16944,16944,William Duncan,M,11th,Cabrera High School,78,68,6,Charter,1858,1081356
16945,16945,Lynn Cruz,F,10th,Cabrera High School,96,92,6,Charter,1858,1081356
16946,16946,Daniel Harrington,M,12th,Cabrera High School,97,84,6,Charter,1858,1081356
16947,16947,Larry Wood,M,10th,Cabrera High School,82,84,6,Charter,1858,1081356
16948,16948,Alicia May,F,11th,Cabrera High School,71,96,6,Charter,1858,1081356
16949,16949,Jamie Smith,F,9th,Cabrera High School,98,87,6,Charter,1858,1081356
16950,16950,Dr. Valerie Chen,F,10th,Cabrera High School,97,82,6,Charter,1858,1081356
16951,16951,Janet Dixon,F,12th,Cabrera High School,84,71,6,Charter,1858,1081356
16952,16952,Martin Kelley,M,9th,Cabrera High School,99,90,6,Charter,1858,1081356
16953,16953,William Thomas,M,9th,Cabrera High School,70,90,6,Charter,1858,1081356
16954,16954,Willie Rodriguez,M,9th,Cabrera High School,74,80,6,Charter,1858,1081356
16955,16955,Rachel Molina,F,9th,Cabrera High School,96,70,6,Charter,1858,1081356
16956,16956,Shannon Morrison,F,9th,Cabrera High School,95,90,6,Charter,1858,1081356
16957,16957,Jeremiah Mejia,M,12th,Cabrera High School,73,97,6,Charter,1858,1081356
16958,16958,Austin Shaw,M,12th,Cabrera High School,86,75,6,Charter,1858,1081356
16959,16959,Blake Russo,M,12th,Cabrera High School,75,80,6,Charter,1858,1081356
16960,16960,Krista Jones,F,9th,Cabrera High School,82,70,6,Charter,1858,1081356
16961,16961,James Thomas,M,11th,Cabrera High School,86,90,6,Charter,1858,1081356
16962,16962,John Wong,M,9th,Cabrera High School,96,78,6,Charter,1858,1081356
16963,16963,Mrs. Taylor Martin,F,11th,Cabrera High School,71,92,6,Charter,1858,1081356
16964,16964,Benjamin May,M,11th,Cabrera High School,82,93,6,Charter,1858,1081356
16965,16965,Robert York,M,9th,Cabrera High School,87,77,6,Charter,1858,1081356
16966,16966,Abigail Hill,F,10th,Cabrera High School,76,91,6,Charter,1858,1081356
16967,16967,Dr. Andre Casey,M,10th,Cabrera High School,87,90,6,Charter,1858,1081356
16968,16968,Clifford Hunter,M,12th,Cabrera High School,75,78,6,Charter,1858,1081356
16969,16969,Jonathan Beck,M,11th,Cabrera High School,95,88,6,Charter,1858,1081356
16970,16970,Jennifer Kelley,F,11th,Cabrera High School,82,95,6,Charter,1858,1081356
16971,16971,Mr. Stephen Clements,M,12th,Cabrera High School,88,92,6,Charter,1858,1081356
16972,16972,Bradley Williams,M,10th,Cabrera High School,92,97,6,Charter,1858,1081356
16973,16973,Lindsey Brooks,F,10th,Cabrera High School,76,83,6,Charter,1858,1081356
16974,16974,Karen Moore,F,11th,Cabrera High School,71,72,6,Charter,1858,1081356
16975,16975,Jessica Kramer,F,12th,Cabrera High School,93,76,6,Charter,1858,1081356
16976,16976,April Ward,F,9th,Cabrera High School,87,86,6,Charter,1858,1081356
16977,16977,Andrew Mendoza,M,10th,Cabrera High School,82,77,6,Charter,1858,1081356
16978,16978,Michelle Collins,F,9th,Cabrera High School,77,76,6,Charter,1858,1081356
16979,16979,Jonathan Munoz,M,12th,Cabrera High School,94,83,6,Charter,1858,1081356
16980,16980,Andrew Lopez,M,11th,Cabrera High School,89,81,6,Charter,1858,1081356
16981,16981,William Williams,M,9th,Cabrera High School,93,70,6,Charter,1858,1081356
16982,16982,Sherry Hopkins,F,9th,Cabrera High School,69,70,6,Charter,1858,1081356
16983,16983,Julie Stone,F,9th,Cabrera High School,81,94,6,Charter,1858,1081356
16984,16984,Kevin Morrow MD,M,11th,Cabrera High School,81,84,6,Charter,1858,1081356
16985,16985,Gregory Perez,M,10th,Cabrera High School,72,72,6,Charter,1858,1081356
16986,16986,Julia Johnson,F,11th,Cabrera High School,80,91,6,Charter,1858,1081356
16987,16987,Colleen Butler,F,9th,Cabrera High School,84,94,6,Charter,1858,1081356
16988,16988,Ashlee Navarro,F,9th,Cabrera High School,94,81,6,Charter,1858,1081356
16989,16989,Joseph Reyes,M,11th,Cabrera High School,81,81,6,Charter,1858,1081356
16990,16990,Stephen Moreno,M,10th,Cabrera High School,77,93,6,Charter,1858,1081356
16991,16991,Charles Meyers,M,11th,Cabrera High School,79,94,6,Charter,1858,1081356
16992,16992,James Hayden,M,10th,Cabrera High School,76,78,6,Charter,1858,1081356
16993,16993,Kevin Montgomery,M,10th,Cabrera High School,70,78,6,Charter,1858,1081356
16994,16994,Linda Wise,F,10th,Cabrera High School,92,92,6,Charter,1858,1081356
16995,16995,Timothy Weaver,M,11th,Cabrera High School,73,79,6,Charter,1858,1081356
16996,16996,Jasmine Houston,F,9th,Cabrera High School,80,71,6,Charter,1858,1081356
16997,16997,Allison Ochoa,F,11th,Cabrera High School,86,84,6,Charter,1858,1081356
16998,16998,Gregory Lowery,M,11th,Cabrera High School,73,89,6,Charter,1858,1081356
16999,16999,Zoe Gaines,F,9th,Cabrera High School,81,88,6,Charter,1858,1081356
17000,17000,Michael Fletcher,M,11th,Cabrera High School,79,81,6,Charter,1858,1081356
17001,17001,Katherine Perez,F,10th,Cabrera High School,92,95,6,Charter,1858,1081356
17002,17002,Leon Dixon,M,11th,Cabrera High School,70,80,6,Charter,1858,1081356
17003,17003,Erin Obrien,F,10th,Cabrera High School,71,97,6,Charter,1858,1081356
17004,17004,Debra Fisher,F,10th,Cabrera High School,86,73,6,Charter,1858,1081356
17005,17005,Blake Peters,M,10th,Cabrera High School,91,90,6,Charter,1858,1081356
17006,17006,William Waters,M,12th,Cabrera High School,77,73,6,Charter,1858,1081356
17007,17007,Timothy Jackson,M,9th,Cabrera High School,93,96,6,Charter,1858,1081356
17008,17008,Erika Cannon,F,10th,Cabrera High School,96,95,6,Charter,1858,1081356
17009,17009,Jessica Tucker,F,9th,Cabrera High School,85,81,6,Charter,1858,1081356
17010,17010,Mariah Matthews,F,10th,Cabrera High School,96,90,6,Charter,1858,1081356
17011,17011,Laura Terrell,F,12th,Cabrera High School,96,97,6,Charter,1858,1081356
17012,17012,Edward Thompson,M,11th,Cabrera High School,75,91,6,Charter,1858,1081356
17013,17013,John Thornton,M,11th,Cabrera High School,87,68,6,Charter,1858,1081356
17014,17014,Kevin Watson,M,12th,Cabrera High School,84,72,6,Charter,1858,1081356
17015,17015,Molly Hudson,F,10th,Cabrera High School,74,81,6,Charter,1858,1081356
17016,17016,Anthony Contreras,M,9th,Cabrera High School,69,82,6,Charter,1858,1081356
17017,17017,Beth Hester,F,12th,Cabrera High School,69,78,6,Charter,1858,1081356
17018,17018,Jonathan Thomas,M,10th,Cabrera High School,86,74,6,Charter,1858,1081356
17019,17019,Janet Adams,F,11th,Cabrera High School,81,75,6,Charter,1858,1081356
17020,17020,Andrew Schmidt,M,10th,Cabrera High School,81,72,6,Charter,1858,1081356
17021,17021,John Fleming,M,10th,Cabrera High School,89,77,6,Charter,1858,1081356
17022,17022,Benjamin Caldwell,M,9th,Cabrera High School,85,68,6,Charter,1858,1081356
17023,17023,Karen Anderson,F,12th,Cabrera High School,98,84,6,Charter,1858,1081356
17024,17024,Jeremy Clark,M,9th,Cabrera High School,94,83,6,Charter,1858,1081356
17025,17025,Angel Lynch,F,10th,Cabrera High School,77,81,6,Charter,1858,1081356
17026,17026,Daniel Wilkins,M,11th,Cabrera High School,71,70,6,Charter,1858,1081356
17027,17027,Kimberly Davenport,F,11th,Cabrera High School,87,81,6,Charter,1858,1081356
17028,17028,Robert Gordon,M,9th,Cabrera High School,80,99,6,Charter,1858,1081356
17029,17029,Shelia Pace,F,11th,Cabrera High School,96,95,6,Charter,1858,1081356
17030,17030,Michelle Wright,F,10th,Cabrera High School,85,94,6,Charter,1858,1081356
17031,17031,Anne Ruiz,F,9th,Cabrera High School,80,85,6,Charter,1858,1081356
17032,17032,Lauren Gray,F,12th,Cabrera High School,92,94,6,Charter,1858,1081356
17033,17033,Vicki Hubbard,F,12th,Cabrera High School,90,85,6,Charter,1858,1081356
17034,17034,Christopher Mitchell,M,11th,Cabrera High School,77,82,6,Charter,1858,1081356
17035,17035,Jenny Jones,F,10th,Cabrera High School,72,88,6,Charter,1858,1081356
17036,17036,Nicholas Clark,M,11th,Cabrera High School,93,84,6,Charter,1858,1081356
17037,17037,Brooke Peterson,F,10th,Cabrera High School,78,95,6,Charter,1858,1081356
17038,17038,Jason Delacruz,M,9th,Cabrera High School,99,83,6,Charter,1858,1081356
17039,17039,Joseph Perkins,M,9th,Cabrera High School,77,94,6,Charter,1858,1081356
17040,17040,Cesar Harris,M,11th,Cabrera High School,90,91,6,Charter,1858,1081356
17041,17041,Michelle Ashley,F,9th,Cabrera High School,73,82,6,Charter,1858,1081356
17042,17042,Patrick Gibson,M,11th,Cabrera High School,99,80,6,Charter,1858,1081356
17043,17043,Margaret Barton,F,11th,Cabrera High School,85,72,6,Charter,1858,1081356
17044,17044,Pedro Hayes,M,9th,Cabrera High School,95,82,6,Charter,1858,1081356
17045,17045,Amber James,F,12th,Cabrera High School,91,79,6,Charter,1858,1081356
17046,17046,Stephanie Ramirez,F,12th,Cabrera High School,70,80,6,Charter,1858,1081356
17047,17047,Christopher Martin,M,12th,Cabrera High School,94,86,6,Charter,1858,1081356
17048,17048,Devin Jenkins,M,12th,Cabrera High School,88,78,6,Charter,1858,1081356
17049,17049,William Burns,M,12th,Cabrera High School,97,89,6,Charter,1858,1081356
17050,17050,Karen Aguilar,F,11th,Cabrera High School,89,88,6,Charter,1858,1081356
17051,17051,Carol Wilson,F,9th,Cabrera High School,91,76,6,Charter,1858,1081356
17052,17052,Tiffany Herman,F,12th,Cabrera High School,89,78,6,Charter,1858,1081356
17053,17053,Jacob Martinez,M,11th,Cabrera High School,81,90,6,Charter,1858,1081356
17054,17054,Catherine Johnson,F,11th,Cabrera High School,71,76,6,Charter,1858,1081356
17055,17055,Aaron Weeks,M,10th,Cabrera High School,78,89,6,Charter,1858,1081356
17056,17056,Anita Shaw,F,11th,Cabrera High School,89,98,6,Charter,1858,1081356
17057,17057,Jeanne Banks,F,10th,Cabrera High School,81,73,6,Charter,1858,1081356
17058,17058,Jeremiah Hayes,M,10th,Cabrera High School,93,77,6,Charter,1858,1081356
17059,17059,Dr. Louis Skinner,M,11th,Cabrera High School,88,82,6,Charter,1858,1081356
17060,17060,Rebecca Perry,F,10th,Cabrera High School,89,68,6,Charter,1858,1081356
17061,17061,Joseph White,M,11th,Cabrera High School,89,82,6,Charter,1858,1081356
17062,17062,Jonathan Case,M,12th,Cabrera High School,77,71,6,Charter,1858,1081356
17063,17063,Richard Thomas,M,9th,Cabrera High School,78,89,6,Charter,1858,1081356
17064,17064,Sabrina Adams,F,9th,Cabrera High School,78,72,6,Charter,1858,1081356
17065,17065,Aaron Wise,M,10th,Cabrera High School,72,96,6,Charter,1858,1081356
17066,17066,William Elliott,M,10th,Cabrera High School,88,95,6,Charter,1858,1081356
17067,17067,Amy Hall,F,11th,Cabrera High School,86,94,6,Charter,1858,1081356
17068,17068,Edwin Morales,M,12th,Cabrera High School,76,72,6,Charter,1858,1081356
17069,17069,Roy Phillips,M,10th,Cabrera High School,73,80,6,Charter,1858,1081356
17070,17070,Christopher Mcneil,M,11th,Cabrera High School,92,72,6,Charter,1858,1081356
17071,17071,Thomas Willis,M,9th,Cabrera High School,97,94,6,Charter,1858,1081356
17072,17072,Amanda Collins,F,12th,Cabrera High School,91,79,6,Charter,1858,1081356
17073,17073,David Smith,M,10th,Cabrera High School,85,93,6,Charter,1858,1081356
17074,17074,Theresa Smith,F,11th,Cabrera High School,96,75,6,Charter,1858,1081356
17075,17075,Derek Long,M,9th,Cabrera High School,78,79,6,Charter,1858,1081356
17076,17076,Kimberly Griffith,F,9th,Cabrera High School,96,74,6,Charter,1858,1081356
17077,17077,Adam Cisneros,M,11th,Cabrera High School,83,92,6,Charter,1858,1081356
17078,17078,Lisa Smith,F,9th,Cabrera High School,88,78,6,Charter,1858,1081356
17079,17079,Sarah Ryan,F,10th,Cabrera High School,75,70,6,Charter,1858,1081356
17080,17080,Stacy Mcbride,F,9th,Cabrera High School,85,73,6,Charter,1858,1081356
17081,17081,Darrell Martinez,M,11th,Cabrera High School,79,93,6,Charter,1858,1081356
17082,17082,Lauren Brock,F,12th,Cabrera High School,97,97,6,Charter,1858,1081356
17083,17083,Jessica Walsh,F,9th,Cabrera High School,96,88,6,Charter,1858,1081356
17084,17084,Adam Walker DVM,M,9th,Cabrera High School,75,97,6,Charter,1858,1081356
17085,17085,Michael Smith,M,12th,Cabrera High School,91,84,6,Charter,1858,1081356
17086,17086,Michael Smith,M,10th,Cabrera High School,77,79,6,Charter,1858,1081356
17087,17087,Stephanie Alexander,F,10th,Cabrera High School,86,99,6,Charter,1858,1081356
17088,17088,Taylor Olson,F,9th,Cabrera High School,79,74,6,Charter,1858,1081356
17089,17089,Michael Mendoza,M,12th,Cabrera High School,90,89,6,Charter,1858,1081356
17090,17090,Rebecca Perez,F,12th,Cabrera High School,77,94,6,Charter,1858,1081356
17091,17091,Christopher Evans,M,12th,Cabrera High School,71,95,6,Charter,1858,1081356
17092,17092,Judy Payne,F,12th,Cabrera High School,89,81,6,Charter,1858,1081356
17093,17093,Travis Stevens,M,10th,Cabrera High School,91,92,6,Charter,1858,1081356
17094,17094,Gregory Montgomery,M,9th,Cabrera High School,79,87,6,Charter,1858,1081356
17095,17095,Jamie Cain,F,11th,Cabrera High School,96,94,6,Charter,1858,1081356
17096,17096,Matthew Robinson,M,11th,Cabrera High School,80,98,6,Charter,1858,1081356
17097,17097,Adam Gomez,M,10th,Cabrera High School,75,75,6,Charter,1858,1081356
17098,17098,Julie Duncan,F,12th,Cabrera High School,78,95,6,Charter,1858,1081356
17099,17099,Lindsey Hernandez,F,10th,Cabrera High School,93,85,6,Charter,1858,1081356
17100,17100,Joshua Jimenez,M,11th,Cabrera High School,93,75,6,Charter,1858,1081356
17101,17101,Charles Davis,M,9th,Cabrera High School,72,79,6,Charter,1858,1081356
17102,17102,Alexis Holloway,F,9th,Cabrera High School,98,77,6,Charter,1858,1081356
17103,17103,Mr. Steven Smith,M,12th,Cabrera High School,75,93,6,Charter,1858,1081356
17104,17104,John Miller,M,10th,Cabrera High School,72,84,6,Charter,1858,1081356
17105,17105,Brian Rivera,M,10th,Cabrera High School,95,79,6,Charter,1858,1081356
17106,17106,Adam Freeman,M,12th,Cabrera High School,93,73,6,Charter,1858,1081356
17107,17107,Vanessa Gomez,F,9th,Cabrera High School,95,91,6,Charter,1858,1081356
17108,17108,Karen White,F,9th,Cabrera High School,76,73,6,Charter,1858,1081356
17109,17109,Joyce Erickson,F,11th,Cabrera High School,82,90,6,Charter,1858,1081356
17110,17110,Jordan Meza,M,9th,Cabrera High School,85,98,6,Charter,1858,1081356
17111,17111,Jennifer Dean,F,11th,Cabrera High School,75,87,6,Charter,1858,1081356
17112,17112,Heidi Schmidt,F,11th,Cabrera High School,92,81,6,Charter,1858,1081356
17113,17113,Jeffrey Johnson,M,11th,Cabrera High School,85,90,6,Charter,1858,1081356
17114,17114,Sarah Lambert,F,10th,Cabrera High School,78,75,6,Charter,1858,1081356
17115,17115,Nancy Mcdonald,F,11th,Cabrera High School,77,69,6,Charter,1858,1081356
17116,17116,Cassandra Myers,F,11th,Cabrera High School,70,73,6,Charter,1858,1081356
17117,17117,Susan Wilson,F,11th,Cabrera High School,83,73,6,Charter,1858,1081356
17118,17118,Shawn Scott,M,9th,Cabrera High School,88,90,6,Charter,1858,1081356
17119,17119,Sarah Ruiz,F,10th,Cabrera High School,71,71,6,Charter,1858,1081356
17120,17120,Christopher Lopez,M,9th,Cabrera High School,96,69,6,Charter,1858,1081356
17121,17121,Anita Rivera,F,11th,Cabrera High School,83,70,6,Charter,1858,1081356
17122,17122,Brandon Porter,M,9th,Cabrera High School,95,95,6,Charter,1858,1081356
17123,17123,Brian Christensen,M,11th,Cabrera High School,74,79,6,Charter,1858,1081356
17124,17124,Brooke Elliott,F,10th,Cabrera High School,89,79,6,Charter,1858,1081356
17125,17125,Bryan Harrington,M,12th,Cabrera High School,72,88,6,Charter,1858,1081356
17126,17126,Nicole Wilson,F,11th,Cabrera High School,92,69,6,Charter,1858,1081356
17127,17127,Daniel Clark,M,12th,Cabrera High School,97,83,6,Charter,1858,1081356
17128,17128,Beth Rodgers,F,9th,Cabrera High School,73,81,6,Charter,1858,1081356
17129,17129,David Davis,M,12th,Cabrera High School,73,87,6,Charter,1858,1081356
17130,17130,David Chang,M,9th,Cabrera High School,90,91,6,Charter,1858,1081356
17131,17131,Kari Bryan,F,9th,Cabrera High School,91,94,6,Charter,1858,1081356
17132,17132,Mike Simon,M,12th,Cabrera High School,87,98,6,Charter,1858,1081356
17133,17133,Matthew Steele,M,11th,Cabrera High School,74,99,6,Charter,1858,1081356
17134,17134,Michael Bowen,M,9th,Cabrera High School,95,80,6,Charter,1858,1081356
17135,17135,Ashley Guerra,F,12th,Cabrera High School,87,83,6,Charter,1858,1081356
17136,17136,Nathan Burns,M,11th,Cabrera High School,81,76,6,Charter,1858,1081356
17137,17137,Alicia Cole,F,10th,Cabrera High School,74,77,6,Charter,1858,1081356
17138,17138,Todd Walls,M,10th,Cabrera High School,86,97,6,Charter,1858,1081356
17139,17139,Zachary Hickman,M,9th,Cabrera High School,82,99,6,Charter,1858,1081356
17140,17140,David Elliott,M,12th,Cabrera High School,71,98,6,Charter,1858,1081356
17141,17141,Charles Sullivan,M,9th,Cabrera High School,69,79,6,Charter,1858,1081356
17142,17142,Amy Green,F,11th,Cabrera High School,89,83,6,Charter,1858,1081356
17143,17143,Daniel Stein,M,12th,Cabrera High School,79,71,6,Charter,1858,1081356
17144,17144,Michael Travis,M,12th,Cabrera High School,78,99,6,Charter,1858,1081356
17145,17145,Kelsey Sanchez,F,12th,Cabrera High School,84,92,6,Charter,1858,1081356
17146,17146,Sarah Mitchell,F,10th,Cabrera High School,86,76,6,Charter,1858,1081356
17147,17147,Timothy Rivera,M,10th,Cabrera High School,90,68,6,Charter,1858,1081356
17148,17148,William Ford,M,10th,Cabrera High School,73,81,6,Charter,1858,1081356
17149,17149,Erica Bray,F,9th,Cabrera High School,83,99,6,Charter,1858,1081356
17150,17150,Leah Flores,F,9th,Cabrera High School,91,91,6,Charter,1858,1081356
17151,17151,Patricia Jimenez,F,11th,Cabrera High School,73,97,6,Charter,1858,1081356
17152,17152,Julia Herrera,F,11th,Cabrera High School,74,73,6,Charter,1858,1081356
17153,17153,Gary Lopez,M,12th,Cabrera High School,80,98,6,Charter,1858,1081356
17154,17154,Kevin Wallace,M,9th,Cabrera High School,89,71,6,Charter,1858,1081356
17155,17155,Jennifer Lin,F,11th,Cabrera High School,77,81,6,Charter,1858,1081356
17156,17156,Carla Robinson,F,11th,Cabrera High School,75,70,6,Charter,1858,1081356
17157,17157,Lori Huffman,F,9th,Cabrera High School,74,96,6,Charter,1858,1081356
17158,17158,Christopher Robles,M,11th,Cabrera High School,70,88,6,Charter,1858,1081356
17159,17159,Christine Anderson,F,11th,Cabrera High School,98,76,6,Charter,1858,1081356
17160,17160,Danielle Schroeder,F,9th,Cabrera High School,75,79,6,Charter,1858,1081356
17161,17161,Jason Vaughn,M,9th,Cabrera High School,70,73,6,Charter,1858,1081356
17162,17162,Kayla Mann,F,11th,Cabrera High School,95,75,6,Charter,1858,1081356
17163,17163,Bonnie Navarro,F,10th,Cabrera High School,71,93,6,Charter,1858,1081356
17164,17164,Colton Johnson,M,9th,Cabrera High School,79,93,6,Charter,1858,1081356
17165,17165,Dana Booth,F,10th,Cabrera High School,88,89,6,Charter,1858,1081356
17166,17166,Tiffany Raymond,F,9th,Cabrera High School,77,80,6,Charter,1858,1081356
17167,17167,Ashley Johnson,F,9th,Cabrera High School,86,90,6,Charter,1858,1081356
17168,17168,James Lopez,M,9th,Cabrera High School,99,89,6,Charter,1858,1081356
17169,17169,Phillip Gomez,M,11th,Cabrera High School,71,70,6,Charter,1858,1081356
17170,17170,Mark House,M,12th,Cabrera High School,78,93,6,Charter,1858,1081356
17171,17171,Christy Flowers,F,10th,Cabrera High School,83,80,6,Charter,1858,1081356
17172,17172,Monica Henson,F,11th,Cabrera High School,71,69,6,Charter,1858,1081356
17173,17173,Michelle Wilcox,F,12th,Cabrera High School,90,80,6,Charter,1858,1081356
17174,17174,Mark Fleming,M,12th,Cabrera High School,90,88,6,Charter,1858,1081356
17175,17175,Casey Reed,M,12th,Cabrera High School,90,74,6,Charter,1858,1081356
17176,17176,Amy Davis,F,9th,Cabrera High School,86,94,6,Charter,1858,1081356
17177,17177,Brian Turner,M,11th,Cabrera High School,74,73,6,Charter,1858,1081356
17178,17178,David Strickland,M,9th,Cabrera High School,92,68,6,Charter,1858,1081356
17179,17179,Austin Rose,M,9th,Cabrera High School,94,91,6,Charter,1858,1081356
17180,17180,Derek Peterson,M,10th,Cabrera High School,98,78,6,Charter,1858,1081356
17181,17181,Michael Coleman,M,12th,Cabrera High School,70,98,6,Charter,1858,1081356
17182,17182,Tara White,F,9th,Cabrera High School,80,89,6,Charter,1858,1081356
17183,17183,Aaron Mcknight,M,11th,Cabrera High School,69,80,6,Charter,1858,1081356
17184,17184,April Barber,F,9th,Cabrera High School,98,87,6,Charter,1858,1081356
17185,17185,Michelle Martinez,F,9th,Cabrera High School,92,71,6,Charter,1858,1081356
17186,17186,Dennis Smith,M,11th,Cabrera High School,90,84,6,Charter,1858,1081356
17187,17187,Elizabeth Conley,F,11th,Cabrera High School,69,93,6,Charter,1858,1081356
17188,17188,Jonathan Johnson,M,9th,Cabrera High School,98,93,6,Charter,1858,1081356
17189,17189,Jason Finley,M,11th,Cabrera High School,92,87,6,Charter,1858,1081356
17190,17190,Krystal Mcdowell,F,11th,Cabrera High School,85,74,6,Charter,1858,1081356
17191,17191,Phillip Russell,M,9th,Cabrera High School,71,83,6,Charter,1858,1081356
17192,17192,Shawn Mullins,M,9th,Cabrera High School,94,73,6,Charter,1858,1081356
17193,17193,Monica Moore,F,9th,Cabrera High School,78,68,6,Charter,1858,1081356
17194,17194,Jamie Mclaughlin,F,11th,Cabrera High School,80,80,6,Charter,1858,1081356
17195,17195,Zachary Kim,M,9th,Cabrera High School,95,77,6,Charter,1858,1081356
17196,17196,Henry Reyes,M,9th,Cabrera High School,87,72,6,Charter,1858,1081356
17197,17197,Jeff Willis,M,12th,Cabrera High School,75,81,6,Charter,1858,1081356
17198,17198,Zachary Fisher,M,9th,Cabrera High School,93,70,6,Charter,1858,1081356
17199,17199,Jason Lang,M,10th,Cabrera High School,83,77,6,Charter,1858,1081356
17200,17200,Kelly Duncan,F,12th,Cabrera High School,86,92,6,Charter,1858,1081356
17201,17201,Claudia Leach,F,9th,Cabrera High School,80,85,6,Charter,1858,1081356
17202,17202,Nicholas David,M,11th,Cabrera High School,96,68,6,Charter,1858,1081356
17203,17203,Yvonne Khan,F,11th,Cabrera High School,97,85,6,Charter,1858,1081356
17204,17204,Kristin Peterson,F,12th,Cabrera High School,84,81,6,Charter,1858,1081356
17205,17205,Joseph Williams,M,12th,Cabrera High School,95,89,6,Charter,1858,1081356
17206,17206,Denise Foster,F,9th,Cabrera High School,86,98,6,Charter,1858,1081356
17207,17207,Gary Sutton,M,9th,Cabrera High School,71,73,6,Charter,1858,1081356
17208,17208,Karen Daniels,F,9th,Cabrera High School,74,80,6,Charter,1858,1081356
17209,17209,Jean Jackson,F,9th,Cabrera High School,70,71,6,Charter,1858,1081356
17210,17210,John Gonzalez,M,9th,Cabrera High School,79,92,6,Charter,1858,1081356
17211,17211,Sean Phillips,M,9th,Cabrera High School,93,70,6,Charter,1858,1081356
17212,17212,Jacob Chang,M,11th,Cabrera High School,83,75,6,Charter,1858,1081356
17213,17213,Chelsea Krueger,F,10th,Cabrera High School,94,69,6,Charter,1858,1081356
17214,17214,Dr. Willie King,M,10th,Cabrera High School,95,98,6,Charter,1858,1081356
17215,17215,Paul Martinez,M,11th,Cabrera High School,89,68,6,Charter,1858,1081356
17216,17216,Kathleen Beasley,F,10th,Cabrera High School,92,96,6,Charter,1858,1081356
17217,17217,Alexis Garrett,F,10th,Cabrera High School,94,79,6,Charter,1858,1081356
17218,17218,George Newman,M,12th,Cabrera High School,92,68,6,Charter,1858,1081356
17219,17219,Miranda Stanley DVM,F,9th,Cabrera High School,96,75,6,Charter,1858,1081356
17220,17220,Jacqueline Chaney,F,10th,Cabrera High School,87,89,6,Charter,1858,1081356
17221,17221,Brian Taylor,M,9th,Cabrera High School,74,72,6,Charter,1858,1081356
17222,17222,Shawn Schaefer,M,12th,Cabrera High School,89,87,6,Charter,1858,1081356
17223,17223,David Gay,M,11th,Cabrera High School,89,91,6,Charter,1858,1081356
17224,17224,Jeffrey Reed,M,11th,Cabrera High School,96,91,6,Charter,1858,1081356
17225,17225,Angela Cooper,F,10th,Cabrera High School,88,90,6,Charter,1858,1081356
17226,17226,Ronald Diaz,M,9th,Cabrera High School,73,96,6,Charter,1858,1081356
17227,17227,Sonya Gilbert,F,9th,Cabrera High School,90,79,6,Charter,1858,1081356
17228,17228,Jennifer Holloway,F,12th,Cabrera High School,88,96,6,Charter,1858,1081356
17229,17229,Natasha Shea,F,10th,Cabrera High School,85,94,6,Charter,1858,1081356
17230,17230,Christopher Estrada,M,12th,Cabrera High School,95,93,6,Charter,1858,1081356
17231,17231,Amanda Harris,F,11th,Cabrera High School,92,77,6,Charter,1858,1081356
17232,17232,Todd Davidson,M,10th,Cabrera High School,73,83,6,Charter,1858,1081356
17233,17233,Stephen Scott,M,9th,Cabrera High School,75,93,6,Charter,1858,1081356
17234,17234,Eugene Ross,M,9th,Cabrera High School,93,70,6,Charter,1858,1081356
17235,17235,Ryan Allen,M,9th,Cabrera High School,93,82,6,Charter,1858,1081356
17236,17236,Joan Smith,F,12th,Cabrera High School,96,93,6,Charter,1858,1081356
17237,17237,Jill Henderson,F,9th,Cabrera High School,78,89,6,Charter,1858,1081356
17238,17238,Steven Richardson,M,10th,Cabrera High School,98,93,6,Charter,1858,1081356
17239,17239,Patricia Greene,F,10th,Cabrera High School,76,90,6,Charter,1858,1081356
17240,17240,Tyler Malone,M,12th,Cabrera High School,94,75,6,Charter,1858,1081356
17241,17241,Diane Perry,F,11th,Cabrera High School,92,86,6,Charter,1858,1081356
17242,17242,Jamie Brown,F,9th,Cabrera High School,91,69,6,Charter,1858,1081356
17243,17243,Michael Palmer,M,11th,Cabrera High School,87,94,6,Charter,1858,1081356
17244,17244,Andrew Avila,M,12th,Cabrera High School,85,74,6,Charter,1858,1081356
17245,17245,Thomas Stone,M,11th,Cabrera High School,94,93,6,Charter,1858,1081356
